Year,Borough,Weighted_In_Degree,Weighted_Out_Degree,Betweenness_Centrality,Closeness_Centrality,Eigenvector_Centrality,Community_ID,Participation_Coefficient,Average_House_Price,Weighted_In_Degree_Lag1,Weighted_Out_Degree_Lag1,Betweenness_Centrality_Lag1,Closeness_Centrality_Lag1,Eigenvector_Centrality_Lag1,Community_ID_Lag1,Participation_Coefficient_Lag1,Year_2001,Year_2002,Year_2003,Year_2004,Year_2005,Year_2006,Year_2007,Year_2008,Year_2009,Year_2010,Year_2011,Year_2012,Year_2013,Year_2014,Year_2015,Year_2016,Year_2017,Year_2018,Year_2019,Year_2020,Year_2021,Year_2022,Year_2023,Borough_Barking & Dagenham,Borough_Barnet,Borough_Brent,Borough_Bromley,Borough_Camden,Borough_City of London,Borough_Croydon,Borough_Ealing,Borough_Enfield,Borough_Greenwich,Borough_Hackney,Borough_Hammersmith & Fulham,Borough_Haringey,Borough_Harrow,Borough_Havering,Borough_Hillingdon,Borough_Hounslow,Borough_Islington,Borough_Kensington & Chelsea,Borough_Lambeth,Borough_Lewisham,Borough_Merton,Borough_Newham,Borough_Redbridge,Borough_Richmond upon Thames,Borough_Southwark,Borough_Tower Hamlets,Borough_Waltham Forest,Borough_Wandsworth,Borough_Westminster,Weighted_In_Degree_Lag1_Year_Interaction,Weighted_Out_Degree_Lag1_Year_Interaction,Betweenness_Centrality_Lag1_Year_Interaction,Closeness_Centrality_Lag1_Year_Interaction,Eigenvector_Centrality_Lag1_Year_Interaction,COVID_Period,Weighted_In_Degree_Lag1_COVID_Interaction,Weighted_Out_Degree_Lag1_COVID_Interaction,Betweenness_Centrality_Lag1_COVID_Interaction,Closeness_Centrality_Lag1_COVID_Interaction,Eigenvector_Centrality_Lag1_COVID_Interaction
2007,Camden,115261.14285714286,110920.57142857143,0.0,0.054949784993198844,0.5135626326648758,1.2857142857142858,0.9005919364047887,462019.6666666667,106978.57142857143,103115.71428571429,4.39047619047619,0.06298150973993151,0.5032594574316168,1.1428571428571428,0.8959188235208799,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-560507.4446680166,-540268.2494969901,-23.003621730382644,-0.3299876284965476,-2.6367960304868214,0,0.0,0.0,0.0,0.0,0.0
2008,Camden,119802.0,115846.0,3.9285714285714284,0.04706319540573335,0.494790415747817,1.1428571428571428,0.8907254248134658,496424.8333333333,115261.14285714286,110920.57142857143,0.0,0.054949784993198844,0.5135626326648758,1.2857142857142858,0.9005919364047887,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-488642.3098591642,-470240.7323943751,-0.0,-0.23295613074581922,-2.177216231438458,0,0.0,0.0,0.0,0.0,0.0
2009,Camden,117256.0,114593.14285714286,0.11904761904761904,0.05965796022154152,0.49584842572582405,1.1428571428571428,0.8906909585591395,450275.5833333333,119802.0,115846.0,3.9285714285714284,0.04706319540573335,0.494790415747817,1.1428571428571428,0.8907254248134658,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-388090.98591550253,-375275.7746478966,-12.726358148893674,-0.1524582386382949,-1.602842191859165,0,0.0,0.0,0.0,0.0,0.0
2010,Camden,123718.57142857143,120368.57142857143,0.14285714285714285,0.03768235963348996,0.4988602402742609,1.1428571428571428,0.905856138251527,508307.8333333333,117256.0,114593.14285714286,0.11904761904761904,0.05965796022154152,0.49584842572582405,1.1428571428571428,0.8906909585591395,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-262587.38028169953,-256624.08048290655,-0.2665995975855226,-0.1336002207778231,-1.1104211224001246,0,0.0,0.0,0.0,0.0,0.0
2011,Camden,128857.14285714286,125350.85714285714,0.0,0.03253672421082349,0.4902105962678511,1.1428571428571428,0.900470909856664,549085.4166666666,123718.57142857143,120368.57142857143,0.14285714285714285,0.03768235963348996,0.4988602402742609,1.1428571428571428,0.905856138251527,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-153341.32796781676,-149189.21529176013,-0.17706237424548427,-0.046704896447145504,-0.6183056499174338,0,0.0,0.0,0.0,0.0,0.0
2012,Camden,132138.0,128849.71428571429,0.0,0.028779561970587824,0.5005152862058767,1.2857142857142858,0.90510882673344,580554.25,128857.14285714286,125350.85714285714,0.0,0.03253672421082349,0.4902105962678511,1.1428571428571428,0.900470909856664,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-30853.11871228396,-30013.585513088507,-0.0,-0.007790483261749074,-0.11737436812051064,0,0.0,0.0,0.0,0.0,0.0
2013,Camden,139619.7142857143,137991.42857142858,0.0,0.03333221008631791,0.520164049220384,1.1428571428571428,0.8859235723079057,661057.6666666666,132138.0,128849.71428571429,0.0,0.028779561970587824,0.5005152862058767,1.2857142857142858,0.90510882673344,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100499.3239436514,97998.37424546252,0.0,0.02188868093537435,0.3806735979593591,0,0.0,0.0,0.0,0.0,0.0
2014,Camden,145390.0,143135.7142857143,0.0,0.037370666596504155,0.5341654549458197,1.2857142857142858,0.8850591339140547,749244.1666666666,139619.7142857143,137991.42857142858,0.0,0.03333221008631791,0.520164049220384,1.1428571428571428,0.8859235723079057,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,245809.35613680974,242942.65593560264,0.0,0.058683468461824644,0.9157817767964089,0,0.0,0.0,0.0,0.0,0.0
2015,Camden,147144.2857142857,143992.0,0.0,0.04334701656433128,0.528746451718357,1.1428571428571428,0.8729054032290972,779902.25,145390.0,143135.7142857143,0.0,0.037370666596504155,0.5341654549458197,1.2857142857142858,0.8850591339140547,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,401358.3098591433,395135.2112675942,0.0,0.10316409370302257,1.474597593934896,0,0.0,0.0,0.0,0.0,0.0
2016,Camden,146622.57142857142,146058.0,0.8571428571428571,0.047056367613612426,0.517558406632099,1.2857142857142858,0.9020134444321217,799391.8333333334,147144.2857142857,143992.0,0.0,0.04334701656433128,0.528746451718357,1.1428571428571428,0.8729054032290972,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,553345.4124748373,541491.0422535096,0.0,0.1630092031362846,1.9883845437858918,0,0.0,0.0,0.0,0.0,0.0
2017,Camden,404839.118421085,396169.9415305703,7.309523809523809,0.21402687234530704,0.5344783569283559,1.0714285714285714,0.9001413915005863,831311.8333333334,146622.57142857142,146058.0,0.8571428571428571,0.047056367613612426,0.517558406632099,1.2857142857142858,0.9020134444321217,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,698006.0442655818,695318.3661971714,4.080482897384237,0.22401482047043286,2.463869597769669,0,0.0,0.0,0.0,0.0,0.0
2018,Camden,271385.89142339816,267840.6366232561,0.0,0.28147305587222676,0.5142699223712953,1.0,0.8960920781664359,834124.1666666666,404839.118421085,396169.9415305703,7.309523809523809,0.21402687234530704,0.5344783569283559,1.0714285714285714,0.9001413915005863,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2332101.4004819924,2282162.05754931,42.106975184439385,1.2329153632285825,3.078896450474571,0,0.0,0.0,0.0,0.0,0.0
2019,Camden,16817.15981917527,16547.111990574613,4.965060166730959,18.02669476370301,0.5131154628399645,0.9257425742574258,0.8874248670136686,840037.5,271385.89142339816,267840.6366232561,0.0,0.28147305587222676,0.5142699223712953,1.0,0.8960920781664359,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1834721.5194821067,1810753.5997064984,0.0,1.9029164340657359,3.4767544047636454,0,0.0,0.0,0.0,0.0,0.0
2020,Camden,5358.068865016742,5338.6039493928,25.207920792079207,719733.8654817697,0.3083424903096697,0.9438943894389439,0.8971865396948331,825589.6666666666,16817.15981917527,16547.111990574613,4.965060166730959,18.02669476370301,0.5131154628399645,0.9257425742574258,0.8874248670136686,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,130510.63465303491,128414.91136347209,38.53166411082719,139.89730725070783,3.9820650707720775,1,16817.15981917527,16547.111990574613,4.965060166730959,18.02669476370301,0.5131154628399645
2021,Camden,27455.468719642726,26651.629551658978,9.44976076555024,320309.4699756697,0.4757422233511122,0.9665071770334929,0.8906709117902327,830728.5833333334,5358.068865016742,5338.6039493928,25.207920792079207,719733.8654817697,0.3083424903096697,0.9438943894389439,0.8971865396948331,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,46939.70188789272,46769.17826087734,220.8355877841285,6305274.145488122,2.7012539291917297,1,5358.068865016742,5338.6039493928,25.207920792079207,719733.8654817697,0.3083424903096697
2022,Camden,13926.615214250009,13439.01104402101,12.307535641547862,26104.449996819778,0.4700460907734205,0.9633401221995926,0.8862311401722791,855400.5,27455.468719642726,26651.629551658978,9.44976076555024,320309.4699756697,0.4757422233511122,0.9665071770334929,0.8906709117902327,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,267980.842573412,260134.9194267538,92.23498888065158,3126400.8830019333,4.64351212369462,1,27455.468719642726,26651.629551658978,9.44976076555024,320309.4699756697,0.4757422233511122
2023,Camden,31484.437466072297,30919.350238379637,21.824324324324323,7.492709103203456,0.4261980428075873,0.9763513513513513,0.8929697024194081,846942.75,13926.615214250009,13439.01104402101,12.307535641547862,26104.449996819778,0.4700460907734205,0.9633401221995926,0.8862311401722791,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,149858.22568573136,144611.3301074926,132.43601732595064,280898.5886981713,5.057960751420994,1,13926.615214250009,13439.01104402101,12.307535641547862,26104.449996819778,0.4700460907734205
2001,City of London,88780.0,85986.0,1.6666666666666667,0.07600976133297387,0.401978844097783,0.7142857142857143,0.915184639532505,247606.58333333334,87136.0,85320.28571428571,0.0,0.08959721485165953,0.3909249219025993,0.2857142857142857,0.9117190238245918,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-979359.5492957816,-958951.9436619786,-0.0,-1.0070222176285184,-4.393775882792626,0,0.0,0.0,0.0,0.0,0.0
2002,City of London,86591.14285714286,83344.57142857143,7.357142857142857,0.06946829862076684,0.39683631508232936,0.5714285714285714,0.9075872847714496,266384.1666666667,88780.0,85986.0,1.6666666666666667,0.07600976133297387,0.401978844097783,0.7142857142857143,0.915184639532505,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-909057.1830985986,-880448.1971831055,-17.06572769953065,-0.7782971336489075,-4.116036896606909,0,0.0,0.0,0.0,0.0,0.0
2003,City of London,77418.57142857143,75639.71428571429,6.0,0.08879442762582188,0.382699140629409,1.1428571428571428,0.9058706629375647,267549.25,86591.14285714286,83344.57142857143,7.357142857142857,0.06946829862076684,0.39683631508232936,0.5714285714285714,0.9075872847714496,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-800053.3762575522,-770056.8853118779,-67.97585513078529,-0.6418479421862456,-3.666543981605779,0,0.0,0.0,0.0,0.0,0.0
2004,City of London,79672.28571428571,80089.42857142857,8.761904761904761,0.06346036471414565,0.3455941034027796,0.8571428571428571,0.8868404227137076,297406.6666666667,77418.57142857143,75639.71428571429,6.0,0.08879442762582188,0.382699140629409,1.1428571428571428,0.9058706629375647,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-637885.4124748553,-623228.6317907505,-49.43661971831034,-0.731616058607131,-3.1532253136367108,0,0.0,0.0,0.0,0.0,0.0
2005,City of London,81821.42857142857,76644.57142857143,15.071428571428571,0.06270079468820051,0.3955556141278494,1.2857142857142858,0.8954117196059714,308027.9166666667,79672.28571428571,80089.42857142857,8.761904761904761,0.06346036471414565,0.3455941034027796,0.8571428571428571,0.8868404227137076,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-576782.4627766663,-579802.3420523203,-63.43125419181827,-0.4594172882122708,-2.5019066077328262,0,0.0,0.0,0.0,0.0,0.0
2006,City of London,89516.57142857143,85326.57142857143,9.404761904761903,0.07602434577862308,0.39295460208891936,1.4285714285714286,0.8951770236162091,334440.8333333333,81821.42857142857,76644.57142857143,15.071428571428571,0.06270079468820051,0.3955556141278494,1.2857142857142858,0.8954117196059714,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-510519.61770624394,-478218.9456740504,-94.03722334004145,-0.3912176344630026,-2.4680441839245004,0,0.0,0.0,0.0,0.0,0.0
2007,City of London,96324.0,91804.57142857143,19.571428571428573,0.06991487147256821,0.40574435634910305,1.2857142857142858,0.8986925770865996,428612.5833333333,89516.57142857143,85326.57142857143,9.404761904761903,0.07602434577862308,0.39295460208891936,1.4285714285714286,0.8951770236162091,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-469016.40241449414,-447063.16297787405,-49.275653923541995,-0.39832474126265094,-2.0588607320715524,0,0.0,0.0,0.0,0.0,0.0
2008,City of London,100160.28571428571,95367.71428571429,1.0,0.04390865125924921,0.400447537671012,1.2857142857142858,0.897544694390853,422149.5,96324.0,91804.57142857143,19.571428571428573,0.06991487147256821,0.40574435634910305,1.2857142857142858,0.8986925770865996,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-408359.4929577542,-389199.6619718384,-82.97183098591707,-0.29639966638371024,-1.7201274825504553,0,0.0,0.0,0.0,0.0,0.0
2009,City of London,91052.0,87345.71428571429,3.0,0.048221230738067285,0.39622730800807066,1.2857142857142858,0.8930336750890311,378799.25,100160.28571428571,95367.71428571429,1.0,0.04390865125924921,0.400447537671012,1.2857142857142858,0.897544694390853,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-324462.89738431387,-308937.6659959835,-3.23943661971839,-0.1422392928116559,-1.2972244178075356,0,0.0,0.0,0.0,0.0,0.0
2010,City of London,97312.57142857143,95835.14285714286,1.5714285714285714,0.039029952675259987,0.4098241338645056,1.4285714285714286,0.8974576716693752,448197.9166666667,91052.0,87345.71428571429,3.0,0.048221230738067285,0.39622730800807066,1.2857142857142858,0.8930336750890311,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-203905.18309859885,-195605.1911468883,-6.71830985915517,-0.10798838996271792,-0.8873259432857111,0,0.0,0.0,0.0,0.0,0.0
2011,City of London,99526.28571428571,98888.57142857143,0.2857142857142857,0.047633877098224656,0.3978719656299691,1.4285714285714286,0.8929382115758953,458342.25,97312.57142857143,95835.14285714286,1.5714285714285714,0.039029952675259987,0.4098241338645056,1.4285714285714286,0.8974576716693752,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-120612.76458753295,-118781.58551308615,-1.947686116700327,-0.04837515261159297,-0.5079510391560398,0,0.0,0.0,0.0,0.0,0.0
2012,City of London,97461.14285714286,95617.42857142857,12.285714285714286,0.052287244919589325,0.3750317478085133,1.4285714285714286,0.8973850026607046,518999.5,99526.28571428571,98888.57142857143,0.2857142857142857,0.047633877098224656,0.3978719656299691,1.4285714285714286,0.8929382115758953,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-23830.23742455525,-23677.545271637697,-0.06841046277668283,-0.01140529451648014,-0.09526511853115122,0,0.0,0.0,0.0,0.0,0.0
2013,City of London,108298.0,105192.28571428571,4.785714285714286,0.05040888913409335,0.4222887661457603,1.4285714285714286,0.8831101530999799,563142.3333333334,97461.14285714286,95617.42857142857,12.285714285714286,0.052287244919589325,0.3750317478085133,1.4285714285714286,0.8973850026607046,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,74125.37625753747,72723.11468812112,9.344064386316925,0.0397677637416553,0.2852354138261632,0,0.0,0.0,0.0,0.0,0.0
2014,City of London,109163.71428571429,114726.28571428571,0.0,0.048625429644386646,0.41042547652767675,1.2857142857142858,0.8794794427786766,700840.25,108298.0,105192.28571428571,4.785714285714286,0.05040888913409335,0.4222887661457603,1.4285714285714286,0.8831101530999799,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,190665.49295773782,185197.68611669177,8.425553319919134,0.08874804425016032,0.74346613758053,0,0.0,0.0,0.0,0.0,0.0
2015,City of London,114034.57142857143,119714.0,2.357142857142857,0.05573902238099283,0.41275005911212537,1.4285714285714286,0.8663670305736476,751095.0833333334,109163.71428571429,114726.28571428571,0.0,0.048625429644386646,0.41042547652767675,1.2857142857142858,0.8794794427786766,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,301353.35211266734,316709.1830985824,0.0,0.1342335804267536,1.133005540836934,0,0.0,0.0,0.0,0.0,0.0
2016,City of London,120499.42857142857,124685.42857142857,0.0,0.054279595540310255,0.3906590227846517,1.8571428571428572,0.8827457343117018,808458.1666666666,114034.57142857143,119714.0,2.357142857142857,0.05573902238099283,0.41275005911212537,1.4285714285714286,0.8663670305736476,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,428834.23340039334,450192.08450703265,8.864185110663795,0.2096101264186587,1.5521727575061286,0,0.0,0.0,0.0,0.0,0.0
2017,City of London,342224.2289253077,337589.2234251452,0.0,0.22205864892725502,0.38469637858584466,0.6428571428571429,0.9026092976458815,839508.9166666666,120499.42857142857,124685.42857142857,0.0,0.054279595540310255,0.3906590227846517,1.8571428571428572,0.8827457343117018,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,573645.1670020024,593572.8853118612,0.0,0.258401454825698,1.859757038045212,0,0.0,0.0,0.0,0.0,0.0
2018,City of London,212718.89959555672,212836.31081395008,0.0,0.06994599093437436,0.3657729029980665,0.2727272727272727,0.9073847142846093,775501.75,342224.2289253077,337589.2234251452,0.0,0.22205864892725502,0.38469637858584466,0.6428571428571429,0.9026092976458815,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1971404.360992238,1944704.1180405982,0.0,1.2791829212851555,2.2160678710085673,0,0.0,0.0,0.0,0.0,0.0
2019,City of London,11060.630941332456,10592.9264212111,2.790204109696684,22.93826977059854,0.27699882387220226,0.8539603960396039,0.8647537725372519,786793.5,212718.89959555672,212836.31081395008,0.0,0.06994599093437436,0.3657729029980665,0.2727272727272727,0.9073847142846093,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1438099.6028995214,1438893.3688830258,0.0,0.47287430490844073,2.472830893508026,0,0.0,0.0,0.0,0.0,0.0
2020,City of London,4139.411134578574,3844.9948390422705,7.255813953488372,1088856.9984068947,0.2779060843306202,0.23920265780730898,0.8621627404430928,818156.5833333334,11060.630941332456,10592.9264212111,2.790204109696684,22.93826977059854,0.27699882387220226,0.8539603960396039,0.8647537725372519,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85836.72744611437,82207.07687446839,21.653555837223337,178.0138963887277,2.1496669289236885,1,11060.630941332456,10592.9264212111,2.790204109696684,22.93826977059854,0.27699882387220226
2021,City of London,20110.5442473719,18902.29275285875,4.2727272727272725,386217.54609929206,0.37695994567121205,0.44976076555023925,0.8838756228436204,806737.8333333334,4139.411134578574,3844.9948390422705,7.255813953488372,1088856.9984068947,0.2779060843306202,0.23920265780730898,0.8621627404430928,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,36263.573601519005,33684.3209842855,63.56501801506656,9539000.746606793,2.4346138655442844,1,4139.411134578574,3844.9948390422705,7.255813953488372,1088856.9984068947,0.2779060843306202
2022,City of London,8391.815127002455,7954.028433623143,12.1799591002045,18552.151396427696,0.26735438054426397,1.883435582822086,0.8790078922088052,908257.75,20110.5442473719,18902.29275285875,4.2727272727272725,386217.54609929206,0.37695994567121205,0.44976076555023925,0.8838756228436204,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,196290.24173843118,184497.02644691558,41.70422535211233,3769700.8372789747,3.6793414415513777,1,20110.5442473719,18902.29275285875,4.2727272727272725,386217.54609929206,0.37695994567121205
2023,City of London,25035.608067391466,24205.36363964346,2.0268456375838926,8.659569052681427,0.31893384799332736,0.5704697986577181,0.8892553665458072,883595.5833333334,8391.815127002455,7954.028433623143,12.1799591002045,18552.151396427696,0.26735438054426397,1.883435582822086,0.8790078922088052,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,90300.6585497159,85589.82708856389,131.06322186698827,199631.6009418402,2.876883756842481,1,8391.815127002455,7954.028433623143,12.1799591002045,18552.151396427696,0.26735438054426397
2018,Croydon,4052.6626954290314,4406.943473161946,274.8181818181818,0.392840908805836,0.003420160782349509,2.393939393939394,0.7857481766088222,375426.75,5438.956838295591,5794.862680540004,278.5151515151515,0.43308638959908563,0.004687439878024482,2.121212121212121,0.7844935560513154,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,31331.45558961783,33381.673751279275,1604.404182671766,2.494821596422867,0.027002294508619528,0,0.0,0.0,0.0,0.0,0.0
2019,Croydon,362.67637229255,356.01357961703866,395.40340909090907,5.807204291098895,0.0052198590732874806,0.09659090909090909,0.8714715892149926,371015.1666666667,4052.6626954290314,4406.943473161946,274.8181818181818,0.392840908805836,0.003420160782349509,2.393939393939394,0.7857481766088222,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27398.283011350875,29793.420663629702,1857.9257362355734,2.6558258623492823,0.023122213739827393,0,0.0,0.0,0.0,0.0,0.0
2020,Croydon,214.89239751305806,240.60579866977838,31.612403100775193,9.608219972655634,0.008766351565137743,2.294573643410853,0.8469040057838659,379844.9166666667,362.67637229255,356.01357961703866,395.40340909090907,5.807204291098895,0.0052198590732874806,0.09659090909090909,0.8714715892149926,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2814.5729737069437,2762.8659488589615,3068.5532170294177,45.067176963316314,0.04050904717438552,1,362.67637229255,356.01357961703866,395.40340909090907,5.807204291098895,0.0052198590732874806
